fair_mkt_rent,area_name,county_name,pop2010,state,metro
838,"Madison Parish, LA",Madison Parish,12093,LA,0
1025,"Morehouse Parish, LA",Morehouse Parish,27979,LA,0
921,"Natchitoches Parish, LA",Natchitoches Parish,39566,LA,0
1443,"New Orleans-Metairie-Kenner, LA MSA",Orleans Parish,343829,LA,1
902,"Monroe, LA MSA",Ouachita Parish,153720,LA,1
1443,"New Orleans-Metairie-Kenner, LA MSA",Plaquemines Parish,23042,LA,1
1144,"Baton Rouge, LA HUD Metro FMR Area",Pointe Coupee Parish,22802,LA,1
1058,"Alexandria, LA MSA",Rapides Parish,131613,LA,1
981,"Red River Parish, LA",Red River Parish,9091,LA,0
884,"Richland Parish, LA",Richland Parish,20725,LA,0
1111,"Sabine Parish, LA",Sabine Parish,24233,LA,0
1443,"New Orleans-Metairie-Kenner, LA MSA",St. Bernard Parish,35897,LA,1
1443,"New Orleans-Metairie-Kenner, LA MSA",St. Charles Parish,52780,LA,1
1144,"Baton Rouge, LA HUD Metro FMR Area",St. Helena Parish,11203,LA,1
1001,"St. James Parish, LA",St. James Parish,22102,LA,0
1443,"New Orleans-Metairie-Kenner, LA MSA",St. John the Baptist Parish,45924,LA,1
838,"St. Landry Parish, LA",St. Landry Parish,83384,LA,0
1223,"Lafayette, LA MSA",St. Martin Parish,52160,LA,1
960,"St. Mary Parish, LA",St. Mary Parish,54650,LA,0
1443,"New Orleans-Metairie-Kenner, LA MSA",St. Tammany Parish,233740,LA,1
1231,"Tangipahoa Parish, LA",Tangipahoa Parish,121097,LA,0
838,"Tensas Parish, LA",Tensas Parish,5252,LA,0
1311,"Houma-Bayou Cane-Thibodaux, LA MSA",Terrebonne Parish,111860,LA,1
902,"Monroe, LA MSA",Union Parish,22721,LA,1
1128,"Vermilion Parish, LA",Vermilion Parish,57999,LA,0
1179,"Vernon Parish, LA",Vernon Parish,52334,LA,0
1020,"Washington Parish, LA",Washington Parish,47168,LA,0
838,"Webster Parish, LA",Webster Parish,41207,LA,0
1144,"Baton Rouge, LA HUD Metro FMR Area",West Baton Rouge Parish,23788,LA,1
935,"West Carroll Parish, LA",West Carroll Parish,11604,LA,0
1144,"Baton Rouge, LA HUD Metro FMR Area",West Feliciana Parish,15625,LA,1
846,"Winn Parish, LA",Winn Parish,15313,LA,0
1033,"Lewiston-Auburn, ME MSA",Auburn city,23055,ME,1
1033,"Lewiston-Auburn, ME MSA",Durham town,3848,ME,1
1033,"Lewiston-Auburn, ME MSA",Greene town,4350,ME,1
1033,"Lewiston-Auburn, ME MSA",Leeds town,2326,ME,1
1033,"Lewiston-Auburn, ME MSA",Lewiston city,36592,ME,1
1033,"Lewiston-Auburn, ME MSA",Lisbon town,9009,ME,1
1033,"Lewiston-Auburn, ME MSA",Livermore town,2095,ME,1
1033,"Lewiston-Auburn, ME MSA",Livermore Falls town,3187,ME,1
1033,"Lewiston-Auburn, ME MSA",Mechanic Falls town,3031,ME,1
1033,"Lewiston-Auburn, ME MSA",Minot town,2607,ME,1
1033,"Lewiston-Auburn, ME MSA",Poland town,5376,ME,1
1033,"Lewiston-Auburn, ME MSA",Sabattus town,4876,ME,1
1033,"Lewiston-Auburn, ME MSA",Turner town,5734,ME,1
1033,"Lewiston-Auburn, ME MSA",Wales town,1616,ME,1
942,"Aroostook County, ME",Allagash town,239,ME,0
942,"Aroostook County, ME",Amity town,238,ME,0
942,"Aroostook County, ME",Ashland town,1302,ME,0
942,"Aroostook County, ME",Bancroft town,68,ME,0
942,"Aroostook County, ME",Blaine town,726,ME,0
942,"Aroostook County, ME",Bridgewater town,610,ME,0
942,"Aroostook County, ME",Caribou city,8189,ME,0
942,"Aroostook County, ME",Cary plantation,218,ME,0
942,"Aroostook County, ME",Castle Hill town,425,ME,0
942,"Aroostook County, ME",Caswell town,306,ME,0
942,"Aroostook County, ME",Central Aroostook UT,118,ME,0
942,"Aroostook County, ME",Chapman town,468,ME,0
942,"Aroostook County, ME",Connor UT,457,ME,0
942,"Aroostook County, ME",Crystal town,269,ME,0
942,"Aroostook County, ME",Cyr plantation,103,ME,0
942,"Aroostook County, ME",Dyer Brook town,213,ME,0
942,"Aroostook County, ME",Eagle Lake town,864,ME,0
942,"Aroostook County, ME",Easton town,1287,ME,0
942,"Aroostook County, ME",Fort Fairfield town,3496,ME,0
942,"Aroostook County, ME",Fort Kent town,4097,ME,0
942,"Aroostook County, ME",Frenchville town,1087,ME,0
942,"Aroostook County, ME",Garfield plantation,81,ME,0
942,"Aroostook County, ME",Glenwood plantation,3,ME,0
942,"Aroostook County, ME",Grand Isle town,467,ME,0
942,"Aroostook County, ME",Hamlin town,219,ME,0
942,"Aroostook County, ME",Hammond town,118,ME,0
942,"Aroostook County, ME",Haynesville town,121,ME,0
942,"Aroostook County, ME",Hersey town,83,ME,0
942,"Aroostook County, ME",Hodgdon town,1309,ME,0
942,"Aroostook County, ME",Houlton town,6123,ME,0
942,"Aroostook County, ME",Island Falls town,837,ME,0
942,"Aroostook County, ME",Limestone town,2314,ME,0
942,"Aroostook County, ME",Linneus town,984,ME,0
942,"Aroostook County, ME",Littleton town,1068,ME,0
942,"Aroostook County, ME",Ludlow town,404,ME,0
942,"Aroostook County, ME",Macwahoc plantation,79,ME,0
942,"Aroostook County, ME",Madawaska town,4035,ME,0
942,"Aroostook County, ME",Mapleton town,1948,ME,0
942,"Aroostook County, ME",Mars Hill town,1493,ME,0
942,"Aroostook County, ME",Masardis town,249,ME,0
942,"Aroostook County, ME",Merrill town,273,ME,0
942,"Aroostook County, ME",Monticello town,790,ME,0
942,"Aroostook County, ME",Moro plantation,38,ME,0
942,"Aroostook County, ME",Nashville plantation,46,ME,0
942,"Aroostook County, ME",New Canada town,321,ME,0
942,"Aroostook County, ME",New Limerick town,510,ME,0
942,"Aroostook County, ME",New Sweden town,602,ME,0
942,"Aroostook County, ME",Northwest Aroostook UT,10,ME,0
942,"Aroostook County, ME",Oakfield town,737,ME,0
942,"Aroostook County, ME",Orient town,147,ME,0
942,"Aroostook County, ME",Oxbow plantation,66,ME,0
942,"Aroostook County, ME",Penobscot Indian Island Reservation,0,ME,0
942,"Aroostook County, ME",Perham town,386,ME,0
942,"Aroostook County, ME",Portage Lake town,391,ME,0
942,"Aroostook County, ME",Presque Isle city,9692,ME,0
942,"Aroostook County, ME",Reed plantation,161,ME,0
942,"Aroostook County, ME",St. Agatha town,747,ME,0
942,"Aroostook County, ME",St. Francis town,485,ME,0
942,"Aroostook County, ME",St. John plantation,267,ME,0
942,"Aroostook County, ME",Sherman town,848,ME,0
942,"Aroostook County, ME",Smyrna town,442,ME,0
942,"Aroostook County, ME",South Aroostook UT,386,ME,0
942,"Aroostook County, ME",Square Lake UT,594,ME,0
942,"Aroostook County, ME",Stockholm town,253,ME,0
942,"Aroostook County, ME",Van Buren town,2171,ME,0
942,"Aroostook County, ME",Wade town,283,ME,0
942,"Aroostook County, ME",Wallagrass town,546,ME,0
942,"Aroostook County, ME",Washburn town,1687,ME,0
942,"Aroostook County, ME",Westfield town,549,ME,0
942,"Aroostook County, ME",Westmanland town,62,ME,0
942,"Aroostook County, ME",Weston town,228,ME,0
942,"Aroostook County, ME",Winterville plantation,224,ME,0
942,"Aroostook County, ME",Woodland town,1213,ME,0
1588,"Cumberland County, ME (part) HUD Metro FMR Area",Baldwin town,1525,ME,1
1588,"Cumberland County, ME (part) HUD Metro FMR Area",Bridgton town,5210,ME,1
1588,"Cumberland County, ME (part) HUD Metro FMR Area",Brunswick town,20278,ME,1
1492,"Portland, ME HUD Metro FMR Area",Cape Elizabeth town,9015,ME,1
1492,"Portland, ME HUD Metro FMR Area",Casco town,3742,ME,1
1492,"Portland, ME HUD Metro FMR Area",Chebeague Island town,341,ME,1
1492,"Portland, ME HUD Metro FMR Area",Cumberland town,7211,ME,1
1492,"Portland, ME HUD Metro FMR Area",Falmouth town,11185,ME,1
1492,"Portland, ME HUD Metro FMR Area",Freeport town,7879,ME,1
1492,"Portland, ME HUD Metro FMR Area",Frye Island town,5,ME,1
1492,"Portland, ME HUD Metro FMR Area",Gorham town,16381,ME,1
1492,"Portland, ME HUD Metro FMR Area",Gray town,7761,ME,1
1588,"Cumberland County, ME (part) HUD Metro FMR Area",Harpswell town,4740,ME,1
1588,"Cumberland County, ME (part) HUD Metro FMR Area",Harrison town,2730,ME,1
1492,"Portland, ME HUD Metro FMR Area",Long Island town,230,ME,1
1588,"Cumberland County, ME (part) HUD Metro FMR Area",Naples town,3872,ME,1
1588,"Cumberland County, ME (part) HUD Metro FMR Area",New Gloucester town,5542,ME,1
1492,"Portland, ME HUD Metro FMR Area",North Yarmouth town,3565,ME,1
1492,"Portland, ME HUD Metro FMR Area",Portland city,66194,ME,1
1588,"Cumberland County, ME (part) HUD Metro FMR Area",Pownal town,1474,ME,1
1492,"Portland, ME HUD Metro FMR Area",Raymond town,4436,ME,1
1492,"Portland, ME HUD Metro FMR Area",Scarborough town,18919,ME,1
1588,"Cumberland County, ME (part) HUD Metro FMR Area",Sebago town,1719,ME,1
1492,"Portland, ME HUD Metro FMR Area",South Portland city,25002,ME,1
1492,"Portland, ME HUD Metro FMR Area",Standish town,9874,ME,1
1492,"Portland, ME HUD Metro FMR Area",Westbrook city,17494,ME,1
1492,"Portland, ME HUD Metro FMR Area",Windham town,17001,ME,1
1492,"Portland, ME HUD Metro FMR Area",Yarmouth town,8349,ME,1
1256,"Franklin County, ME",Avon town,461,ME,0
1256,"Franklin County, ME",Carrabassett Valley town,781,ME,0
1256,"Franklin County, ME",Carthage town,560,ME,0
1256,"Franklin County, ME",Chesterville town,1352,ME,0
1256,"Franklin County, ME",Coplin plantation,166,ME,0
1256,"Franklin County, ME",Dallas plantation,309,ME,0
1256,"Franklin County, ME",East Central Franklin UT,808,ME,0
1256,"Franklin County, ME",Eustis town,618,ME,0
1256,"Franklin County, ME",Farmington town,7760,ME,0
1256,"Franklin County, ME",Industry town,929,ME,0
1256,"Franklin County, ME",Jay town,4851,ME,0
1256,"Franklin County, ME",Kingfield town,997,ME,0
1256,"Franklin County, ME",Madrid town,,ME,0
1256,"Franklin County, ME",New Sharon town,1407,ME,0
1256,"Franklin County, ME",New Vineyard town,757,ME,0
1256,"Franklin County, ME",North Franklin UT,61,ME,0
1256,"Franklin County, ME",Phillips town,1028,ME,0
1256,"Franklin County, ME",Rangeley town,1168,ME,0
1256,"Franklin County, ME",Rangeley plantation,189,ME,0
1256,"Franklin County, ME",Sandy River plantation,133,ME,0
1256,"Franklin County, ME",South Franklin UT,69,ME,0
1256,"Franklin County, ME",Strong town,1213,ME,0
1256,"Franklin County, ME",Temple town,528,ME,0
1256,"Franklin County, ME",Weld town,419,ME,0
1256,"Franklin County, ME",West Central Franklin UT,0,ME,0
1256,"Franklin County, ME",Wilton town,4116,ME,0
1256,"Franklin County, ME",Wyman UT,88,ME,0
1133,"Hancock County, ME",Amherst town,265,ME,0
1133,"Hancock County, ME",Aurora town,114,ME,0
1133,"Hancock County, ME",Bar Harbor town,5235,ME,0
1133,"Hancock County, ME",Blue Hill town,2686,ME,0
1133,"Hancock County, ME",Brooklin town,824,ME,0
1133,"Hancock County, ME",Brooksville town,934,ME,0
1133,"Hancock County, ME",Bucksport town,4924,ME,0
1133,"Hancock County, ME",Castine town,1366,ME,0
1133,"Hancock County, ME",Central Hancock UT,117,ME,0
1133,"Hancock County, ME",Cranberry Isles town,141,ME,0
1133,"Hancock County, ME",Dedham town,1681,ME,0
1133,"Hancock County, ME",Deer Isle town,1975,ME,0
1133,"Hancock County, ME",Eastbrook town,423,ME,0
1133,"Hancock County, ME",East Hancock UT,94,ME,0
1133,"Hancock County, ME",Ellsworth city,7741,ME,0
1133,"Hancock County, ME",Franklin town,1483,ME,0
1133,"Hancock County, ME",Frenchboro town,61,ME,0
1133,"Hancock County, ME",Gouldsboro town,1737,ME,0
1133,"Hancock County, ME",Great Pond town,58,ME,0
1133,"Hancock County, ME",Hancock town,2394,ME,0
1133,"Hancock County, ME",Lamoine town,1602,ME,0
1133,"Hancock County, ME",Mariaville town,513,ME,0
1133,"Hancock County, ME",Marshall Island UT,0,ME,0
1133,"Hancock County, ME",Mount Desert town,2053,ME,0
1133,"Hancock County, ME",Northwest Hancock UT,2,ME,0
1133,"Hancock County, ME",Orland town,2225,ME,0
1133,"Hancock County, ME",Osborn town,67,ME,0
1133,"Hancock County, ME",Otis town,672,ME,0
1133,"Hancock County, ME",Penobscot town,1263,ME,0
1133,"Hancock County, ME",Sedgwick town,1196,ME,0
1133,"Hancock County, ME",Sorrento town,274,ME,0
1133,"Hancock County, ME",Southwest Harbor town,1764,ME,0
1133,"Hancock County, ME",Stonington town,1043,ME,0
1133,"Hancock County, ME",Sullivan town,1236,ME,0
1133,"Hancock County, ME",Surry town,1466,ME,0
1133,"Hancock County, ME",Swans Island town,332,ME,0
1133,"Hancock County, ME",Tremont town,1563,ME,0
1133,"Hancock County, ME",Trenton town,1481,ME,0
1133,"Hancock County, ME",Verona Island town,544,ME,0
1133,"Hancock County, ME",Waltham town,353,ME,0
1133,"Hancock County, ME",Winter Harbor town,516,ME,0
1024,"Kennebec County, ME",Albion town,2041,ME,0
1024,"Kennebec County, ME",Augusta city,19136,ME,0
1024,"Kennebec County, ME",Belgrade town,3189,ME,0
1024,"Kennebec County, ME",Benton town,2732,ME,0
1024,"Kennebec County, ME",Chelsea town,2721,ME,0
1024,"Kennebec County, ME",China town,4328,ME,0
1024,"Kennebec County, ME",Clinton town,3486,ME,0
1024,"Kennebec County, ME",Farmingdale town,2956,ME,0
1024,"Kennebec County, ME",Fayette town,1140,ME,0
1024,"Kennebec County, ME",Gardiner city,5800,ME,0
1024,"Kennebec County, ME",Hallowell city,2381,ME,0
1024,"Kennebec County, ME",Litchfield town,3624,ME,0
1024,"Kennebec County, ME",Manchester town,2580,ME,0
1024,"Kennebec County, ME",Monmouth town,4104,ME,0
1024,"Kennebec County, ME",Mount Vernon town,1640,ME,0
1024,"Kennebec County, ME",Oakland town,6240,ME,0
1024,"Kennebec County, ME",Pittston town,2666,ME,0
1024,"Kennebec County, ME",Randolph town,1772,ME,0
1024,"Kennebec County, ME",Readfield town,2598,ME,0
1024,"Kennebec County, ME",Rome town,1010,ME,0
1024,"Kennebec County, ME",Sidney town,4208,ME,0
1024,"Kennebec County, ME",Unity UT,43,ME,0
1024,"Kennebec County, ME",Vassalboro town,4340,ME,0
1024,"Kennebec County, ME",Vienna town,570,ME,0
1024,"Kennebec County, ME",Waterville city,15722,ME,0
1024,"Kennebec County, ME",Wayne town,1189,ME,0
1024,"Kennebec County, ME",West Gardiner town,3474,ME,0
1024,"Kennebec County, ME",Windsor town,2575,ME,0
1024,"Kennebec County, ME",Winslow town,7794,ME,0
1024,"Kennebec County, ME",Winthrop town,6092,ME,0
1232,"Knox County, ME",Appleton town,1316,ME,0
1232,"Knox County, ME",Camden town,4850,ME,0
1232,"Knox County, ME",Criehaven UT,1,ME,0
1232,"Knox County, ME",Cushing town,1534,ME,0
1232,"Knox County, ME",Friendship town,1152,ME,0
1232,"Knox County, ME",Hope town,1536,ME,0
1232,"Knox County, ME",Isle au Haut town,73,ME,0
1232,"Knox County, ME",Matinicus Isle plantation,74,ME,0
1232,"Knox County, ME",Muscle Ridge Island UT,0,ME,0
1232,"Knox County, ME",North Haven town,355,ME,0
1232,"Knox County, ME",Owls Head town,1580,ME,0
1232,"Knox County, ME",Rockland city,7297,ME,0
1232,"Knox County, ME",Rockport town,3330,ME,0
1232,"Knox County, ME",St. George town,2591,ME,0
1232,"Knox County, ME",South Thomaston town,1558,ME,0
1232,"Knox County, ME",Thomaston town,2781,ME,0
1232,"Knox County, ME",Union town,2259,ME,0
1232,"Knox County, ME",Vinalhaven town,1165,ME,0
1232,"Knox County, ME",Warren town,4751,ME,0
1232,"Knox County, ME",Washington town,1527,ME,0
1132,"Lincoln County, ME",Alna town,709,ME,0
1132,"Lincoln County, ME",Boothbay town,3120,ME,0
1132,"Lincoln County, ME",Boothbay Harbor town,2165,ME,0
1132,"Lincoln County, ME",Bremen town,806,ME,0
1132,"Lincoln County, ME",Bristol town,2755,ME,0
1132,"Lincoln County, ME",Damariscotta town,2218,ME,0
1132,"Lincoln County, ME",Dresden town,1672,ME,0
1132,"Lincoln County, ME",Edgecomb town,1249,ME,0
1132,"Lincoln County, ME",Hibberts gore,1,ME,0
1132,"Lincoln County, ME",Jefferson town,2427,ME,0
1132,"Lincoln County, ME",Louds Island UT,0,ME,0
1132,"Lincoln County, ME",Monhegan plantation,69,ME,0
1132,"Lincoln County, ME",Newcastle town,1752,ME,0
1132,"Lincoln County, ME",Nobleboro town,1643,ME,0
1132,"Lincoln County, ME",Somerville town,548,ME,0
1132,"Lincoln County, ME",South Bristol town,892,ME,0
1132,"Lincoln County, ME",Southport town,606,ME,0
1132,"Lincoln County, ME",Waldoboro town,5075,ME,0
1132,"Lincoln County, ME",Westport Island town,718,ME,0
1132,"Lincoln County, ME",Whitefield town,2300,ME,0
1132,"Lincoln County, ME",Wiscasset town,3732,ME,0
1204,"Oxford County, ME",Andover town,821,ME,0
1204,"Oxford County, ME",Bethel town,2607,ME,0
1204,"Oxford County, ME",Brownfield town,1597,ME,0
1204,"Oxford County, ME",Buckfield town,2009,ME,0
1204,"Oxford County, ME",Byron town,145,ME,0
1204,"Oxford County, ME",Canton town,990,ME,0
1204,"Oxford County, ME",Denmark town,1148,ME,0
1204,"Oxford County, ME",Dixfield town,2550,ME,0
1204,"Oxford County, ME",Fryeburg town,3449,ME,0
1204,"Oxford County, ME",Gilead town,209,ME,0
1204,"Oxford County, ME",Greenwood town,830,ME,0
1204,"Oxford County, ME",Hanover town,238,ME,0
1204,"Oxford County, ME",Hartford town,1185,ME,0
1204,"Oxford County, ME",Hebron town,1416,ME,0
1204,"Oxford County, ME",Hiram town,1620,ME,0
1204,"Oxford County, ME",Lincoln plantation,45,ME,0
1204,"Oxford County, ME",Lovell town,1140,ME,0
1204,"Oxford County, ME",Magalloway plantation,46,ME,0
1204,"Oxford County, ME",Mexico town,2681,ME,0
1204,"Oxford County, ME",Milton UT,143,ME,0
1204,"Oxford County, ME",Newry town,329,ME,0
1204,"Oxford County, ME",North Oxford UT,24,ME,0
1204,"Oxford County, ME",Norway town,5014,ME,0
1204,"Oxford County, ME",Otisfield town,1770,ME,0
1204,"Oxford County, ME",Oxford town,4110,ME,0
1204,"Oxford County, ME",Paris town,5183,ME,0
1204,"Oxford County, ME",Peru town,1541,ME,0
1204,"Oxford County, ME",Porter town,1498,ME,0
1204,"Oxford County, ME",Roxbury town,369,ME,0
1204,"Oxford County, ME",Rumford town,5841,ME,0
1204,"Oxford County, ME",South Oxford UT,579,ME,0
1204,"Oxford County, ME",Stoneham town,236,ME,0
1204,"Oxford County, ME",Stow town,385,ME,0
1204,"Oxford County, ME",Sumner town,939,ME,0
1204,"Oxford County, ME",Sweden town,391,ME,0
1204,"Oxford County, ME",Upton town,113,ME,0
1204,"Oxford County, ME",Waterford town,1553,ME,0
1204,"Oxford County, ME",West Paris town,1812,ME,0
1204,"Oxford County, ME",Woodstock town,1277,ME,0
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Alton town,890,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Argyle UT,277,ME,1
1205,"Bangor, ME HUD Metro FMR Area",Bangor city,33039,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Bradford town,1290,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Bradley town,1492,ME,1
1205,"Bangor, ME HUD Metro FMR Area",Brewer city,9482,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Burlington town,363,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Carmel town,2794,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Carroll plantation,153,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Charleston town,1409,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Chester town,546,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Clifton town,921,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Corinna town,2198,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Corinth town,2878,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Dexter town,3895,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Dixmont town,1181,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Drew plantation,46,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",East Central Penobscot UT,343,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",East Millinocket town,1723,ME,1
1205,"Bangor, ME HUD Metro FMR Area",Eddington town,2225,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Edinburg town,131,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Enfield town,1607,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Etna town,1246,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Exeter town,1092,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Garland town,1105,ME,1
1205,"Bangor, ME HUD Metro FMR Area",Glenburn town,4594,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Greenbush town,1491,ME,1
1205,"Bangor, ME HUD Metro FMR Area",Hampden town,7257,ME,1
1205,"Bangor, ME HUD Metro FMR Area",Hermon town,5416,ME,1
1205,"Bangor, ME HUD Metro FMR Area",Holden town,3076,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Howland town,1241,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Hudson town,1536,ME,1
1205,"Bangor, ME HUD Metro FMR Area",Kenduskeag town,1348,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Kingman UT,174,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Lagrange town,708,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Lakeville town,105,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Lee town,922,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Levant town,2851,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Lincoln town,5085,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Lowell town,358,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Mattawamkeag town,687,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Maxfield town,97,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Medway town,1349,ME,1
1205,"Bangor, ME HUD Metro FMR Area",Milford town,3070,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Millinocket town,4506,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Mount Chase town,201,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Newburgh town,1551,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Newport town,3275,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",North Penobscot UT,463,ME,1
1205,"Bangor, ME HUD Metro FMR Area",Old Town city,7840,ME,1
1205,"Bangor, ME HUD Metro FMR Area",Orono town,10362,ME,1
1205,"Bangor, ME HUD Metro FMR Area",Orrington town,3733,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Passadumkeag town,374,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Patten town,1017,ME,1
1205,"Bangor, ME HUD Metro FMR Area",Penobscot Indian Island Reservation,610,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Plymouth town,1380,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Prentiss UT,214,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Seboeis plantation,35,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Springfield town,409,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Stacyville town,396,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Stetson town,1202,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Twombly UT,0,ME,1
1205,"Bangor, ME HUD Metro FMR Area",Veazie town,1919,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Webster plantation,85,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Whitney UT,5,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Winn town,407,ME,1
1077,"Penobscot County, ME (part) HUD Metro FMR Area",Woodville town,248,ME,1
900,"Piscataquis County, ME",Abbot town,714,ME,0
900,"Piscataquis County, ME",Atkinson town,326,ME,0
900,"Piscataquis County, ME",Beaver Cove town,122,ME,0
900,"Piscataquis County, ME",Blanchard UT,98,ME,0
900,"Piscataquis County, ME",Bowerbank town,116,ME,0
900,"Piscataquis County, ME",Brownville town,1250,ME,0
900,"Piscataquis County, ME",Dover-Foxcroft town,4213,ME,0
900,"Piscataquis County, ME",Greenville town,1646,ME,0
900,"Piscataquis County, ME",Guilford town,1521,ME,0
900,"Piscataquis County, ME",Kingsbury plantation,28,ME,0
900,"Piscataquis County, ME",Lake View plantation,89,ME,0
900,"Piscataquis County, ME",Medford town,254,ME,0
900,"Piscataquis County, ME",Milo town,2340,ME,0
900,"Piscataquis County, ME",Monson town,686,ME,0
900,"Piscataquis County, ME",Northeast Piscataquis UT,273,ME,0
900,"Piscataquis County, ME",Northwest Piscataquis UT,147,ME,0
900,"Piscataquis County, ME",Parkman town,843,ME,0
900,"Piscataquis County, ME",Sangerville town,1343,ME,0
900,"Piscataquis County, ME",Sebec town,630,ME,0
900,"Piscataquis County, ME",Shirley town,233,ME,0
900,"Piscataquis County, ME",Southeast Piscataquis UT,253,ME,0
900,"Piscataquis County, ME",Wellington town,260,ME,0
900,"Piscataquis County, ME",Willimantic town,150,ME,0
1425,"Sagadahoc County, ME HUD Metro FMR Area",Arrowsic town,427,ME,1
1425,"Sagadahoc County, ME HUD Metro FMR Area",Bath city,8514,ME,1
1425,"Sagadahoc County, ME HUD Metro FMR Area",Bowdoin town,3061,ME,1
1425,"Sagadahoc County, ME HUD Metro FMR Area",Bowdoinham town,2889,ME,1
1425,"Sagadahoc County, ME HUD Metro FMR Area",Georgetown town,1042,ME,1
1425,"Sagadahoc County, ME HUD Metro FMR Area",Perkins UT,0,ME,1
1425,"Sagadahoc County, ME HUD Metro FMR Area",Phippsburg town,2216,ME,1
1425,"Sagadahoc County, ME HUD Metro FMR Area",Richmond town,3411,ME,1
1425,"Sagadahoc County, ME HUD Metro FMR Area",Topsham town,8784,ME,1
1425,"Sagadahoc County, ME HUD Metro FMR Area",West Bath town,1877,ME,1
1425,"Sagadahoc County, ME HUD Metro FMR Area",Woolwich town,3072,ME,1
1019,"Somerset County, ME",Anson town,2511,ME,0
1019,"Somerset County, ME",Athens town,1019,ME,0
1019,"Somerset County, ME",Bingham town,922,ME,0
1019,"Somerset County, ME",Brighton plantation,70,ME,0
1019,"Somerset County, ME",Cambridge town,462,ME,0
1019,"Somerset County, ME",Canaan town,2275,ME,0
1019,"Somerset County, ME",Caratunk town,69,ME,0
1019,"Somerset County, ME",Central Somerset UT,338,ME,0
1019,"Somerset County, ME",Cornville town,1314,ME,0
1019,"Somerset County, ME",Dennistown plantation,33,ME,0
1019,"Somerset County, ME",Detroit town,852,ME,0
1019,"Somerset County, ME",Embden town,939,ME,0
1019,"Somerset County, ME",Fairfield town,6735,ME,0
1019,"Somerset County, ME",Harmony town,939,ME,0
1019,"Somerset County, ME",Hartland town,1782,ME,0
1019,"Somerset County, ME",Highland plantation,73,ME,0
1019,"Somerset County, ME",Jackman town,862,ME,0
