fair_mkt_rent,area_name,county_name,pop2010,state,metro
958,"Jim Wells County, TX",Jim Wells County,40838,TX,0
1426,"Fort Worth-Arlington, TX HUD Metro FMR Area",Johnson County,150934,TX,1
1416,"Abilene, TX MSA",Jones County,20202,TX,1
1139,"Karnes County, TX",Karnes County,14824,TX,0
1484,"Dallas, TX HUD Metro FMR Area",Kaufman County,103350,TX,1
1658,"Kendall County, TX HUD Metro FMR Area",Kendall County,33410,TX,1
933,"Kenedy County, TX",Kenedy County,416,TX,0
933,"Kent County, TX",Kent County,808,TX,0
1130,"Kerr County, TX",Kerr County,49625,TX,0
859,"Kimble County, TX",Kimble County,4607,TX,0
944,"King County, TX",King County,286,TX,0
951,"Kinney County, TX",Kinney County,3598,TX,0
1252,"Kleberg County, TX",Kleberg County,32061,TX,0
859,"Knox County, TX",Knox County,3719,TX,0
1114,"Lamar County, TX",Lamar County,49793,TX,0
1035,"Lamb County, TX",Lamb County,13977,TX,0
1067,"Lampasas County, TX HUD Metro FMR Area",Lampasas County,19677,TX,1
955,"La Salle County, TX",La Salle County,6886,TX,0
933,"Lavaca County, TX",Lavaca County,19263,TX,0
951,"Lee County, TX",Lee County,16612,TX,0
1004,"Leon County, TX",Leon County,16801,TX,0
1502,"Houston-Baytown-Sugar Land, TX HUD Metro FMR Area",Liberty County,75643,TX,1
1072,"Limestone County, TX",Limestone County,23384,TX,0
859,"Lipscomb County, TX",Lipscomb County,3302,TX,0
859,"Live Oak County, TX",Live Oak County,11531,TX,0
1004,"Llano County, TX",Llano County,19301,TX,0
944,"Loving County, TX",Loving County,82,TX,0
1271,"Lubbock, TX MSA",Lubbock County,278831,TX,1
951,"Lynn County, TX",Lynn County,5915,TX,0
938,"McCulloch County, TX",McCulloch County,8283,TX,0
1122,"Waco, TX MSA",McLennan County,234906,TX,1
963,"McMullen County, TX",McMullen County,707,TX,0
951,"Madison County, TX",Madison County,13664,TX,0
933,"Marion County, TX",Marion County,10546,TX,0
933,"Martin County, TX",Martin County,4799,TX,0
951,"Mason County, TX",Mason County,4012,TX,0
1238,"Matagorda County, TX",Matagorda County,36702,TX,0
933,"Maverick County, TX",Maverick County,54258,TX,0
958,"Medina County, TX HUD Metro FMR Area",Medina County,46006,TX,1
933,"Menard County, TX",Menard County,2242,TX,0
1603,"Midland, TX MSA",Midland County,136872,TX,1
1139,"Milam County, TX",Milam County,24757,TX,0
1139,"Mills County, TX",Mills County,4936,TX,0
1139,"Mitchell County, TX",Mitchell County,9403,TX,0
909,"Montague County, TX",Montague County,19719,TX,0
1502,"Houston-Baytown-Sugar Land, TX HUD Metro FMR Area",Montgomery County,455746,TX,1
1096,"Moore County, TX",Moore County,21904,TX,0
933,"Morris County, TX",Morris County,12934,TX,0
933,"Motley County, TX",Motley County,1210,TX,0
973,"Nacogdoches County, TX",Nacogdoches County,64524,TX,0
968,"Navarro County, TX",Navarro County,47735,TX,0
859,"Newton County, TX",Newton County,14445,TX,0
1139,"Nolan County, TX",Nolan County,15216,TX,0
1396,"Corpus Christi, TX HUD Metro FMR Area",Nueces County,340223,TX,1
973,"Ochiltree County, TX",Ochiltree County,10223,TX,0
1197,"Oldham County, TX",Oldham County,2052,TX,0
1012,"Beaumont-Port Arthur, TX MSA",Orange County,81837,TX,1
1010,"Palo Pinto County, TX",Palo Pinto County,28111,TX,0
1139,"Panola County, TX",Panola County,23796,TX,0
1426,"Fort Worth-Arlington, TX HUD Metro FMR Area",Parker County,116927,TX,1
1088,"Parmer County, TX",Parmer County,10269,TX,0
1139,"Pecos County, TX",Pecos County,15507,TX,0
1087,"Polk County, TX",Polk County,45413,TX,0
1064,"Amarillo, TX MSA",Potter County,121073,TX,1
951,"Presidio County, TX",Presidio County,7818,TX,0
951,"Rains County, TX",Rains County,10914,TX,0
1064,"Amarillo, TX MSA",Randall County,120725,TX,1
933,"Reagan County, TX",Reagan County,3367,TX,0
951,"Real County, TX",Real County,3309,TX,0
1139,"Red River County, TX",Red River County,12860,TX,0
1139,"Reeves County, TX",Reeves County,13783,TX,0
933,"Refugio County, TX",Refugio County,7383,TX,0
944,"Roberts County, TX",Roberts County,929,TX,0
1392,"College Station-Bryan, TX MSA",Robertson County,16622,TX,1
1484,"Dallas, TX HUD Metro FMR Area",Rockwall County,78337,TX,1
1139,"Runnels County, TX",Runnels County,10501,TX,0
1028,"Rusk County, TX HUD Metro FMR Area",Rusk County,53330,TX,1
951,"Sabine County, TX",Sabine County,10834,TX,0
1111,"San Augustine County, TX",San Augustine County,8865,TX,0
1502,"Houston-Baytown-Sugar Land, TX HUD Metro FMR Area",San Jacinto County,26384,TX,1
1396,"Corpus Christi, TX HUD Metro FMR Area",San Patricio County,64804,TX,1
1139,"San Saba County, TX",San Saba County,6131,TX,0
933,"Schleicher County, TX",Schleicher County,3461,TX,0
1050,"Scurry County, TX",Scurry County,16921,TX,0
951,"Shackelford County, TX",Shackelford County,3378,TX,0
933,"Shelby County, TX",Shelby County,25448,TX,0
933,"Sherman County, TX",Sherman County,3034,TX,0
1107,"Tyler, TX MSA",Smith County,209714,TX,1
1139,"Somervell County, TX",Somervell County,8490,TX,0
1025,"Starr County, TX",Starr County,60968,TX,0
1036,"Stephens County, TX",Stephens County,9630,TX,0
975,"Sterling County, TX",Sterling County,1143,TX,0
943,"Stonewall County, TX",Stonewall County,1490,TX,0
933,"Sutton County, TX",Sutton County,4128,TX,0
933,"Swisher County, TX",Swisher County,7854,TX,0
1426,"Fort Worth-Arlington, TX HUD Metro FMR Area",Tarrant County,1809034,TX,1
1416,"Abilene, TX MSA",Taylor County,131506,TX,1
955,"Terrell County, TX",Terrell County,984,TX,0
933,"Terry County, TX",Terry County,12651,TX,0
951,"Throckmorton County, TX",Throckmorton County,1641,TX,0
925,"Titus County, TX",Titus County,32334,TX,0
1221,"San Angelo, TX MSA",Tom Green County,110224,TX,1
1723,"Austin-Round Rock-San Marcos, TX MSA",Travis County,1024266,TX,1
1139,"Trinity County, TX",Trinity County,14585,TX,0
951,"Tyler County, TX",Tyler County,21766,TX,0
1109,"Longview, TX HUD Metro FMR Area",Upshur County,39309,TX,1
933,"Upton County, TX",Upton County,3355,TX,0
933,"Uvalde County, TX",Uvalde County,26405,TX,0
951,"Val Verde County, TX",Val Verde County,48879,TX,0
942,"Van Zandt County, TX",Van Zandt County,52579,TX,0
1184,"Victoria, TX HUD Metro FMR Area",Victoria County,86793,TX,1
1003,"Walker County, TX",Walker County,67861,TX,0
1502,"Houston-Baytown-Sugar Land, TX HUD Metro FMR Area",Waller County,43205,TX,1
859,"Ward County, TX",Ward County,10658,TX,0
992,"Washington County, TX",Washington County,33718,TX,0
1057,"Laredo, TX MSA",Webb County,250304,TX,1
899,"Wharton County, TX",Wharton County,41280,TX,0
959,"Wheeler County, TX",Wheeler County,5410,TX,0
1155,"Wichita Falls, TX MSA",Wichita County,131500,TX,1
941,"Wilbarger County, TX",Wilbarger County,13535,TX,0
1139,"Willacy County, TX",Willacy County,22134,TX,0
1723,"Austin-Round Rock-San Marcos, TX MSA",Williamson County,422679,TX,1
1247,"San Antonio-New Braunfels, TX HUD Metro FMR Area",Wilson County,42918,TX,1
951,"Winkler County, TX",Winkler County,7110,TX,0
1120,"Wise County, TX HUD Metro FMR Area",Wise County,59127,TX,1
1119,"Wood County, TX",Wood County,41964,TX,0
949,"Yoakum County, TX",Yoakum County,7879,TX,0
890,"Young County, TX",Young County,18550,TX,0
933,"Zapata County, TX",Zapata County,14018,TX,0
951,"Zavala County, TX",Zavala County,11677,TX,0
841,"Beaver County, UT",Beaver County,6629,UT,0
1073,"Box Elder County, UT",Box Elder County,49975,UT,0
1140,"Logan, UT-ID MSA",Cache County,112656,UT,1
861,"Carbon County, UT",Carbon County,21403,UT,0
1241,"Daggett County, UT",Daggett County,1059,UT,0
1317,"Ogden-Clearfield, UT MSA",Davis County,306479,UT,1
1302,"Duchesne County, UT",Duchesne County,18607,UT,0
910,"Emery County, UT",Emery County,10976,UT,0
877,"Garfield County, UT",Garfield County,5172,UT,0
1119,"Grand County, UT",Grand County,9225,UT,0
1073,"Iron County, UT",Iron County,46163,UT,0
1351,"Provo-Orem, UT MSA",Juab County,10246,UT,1
1023,"Kane County, UT",Kane County,7125,UT,0
1050,"Millard County, UT",Millard County,12503,UT,0
1317,"Ogden-Clearfield, UT MSA",Morgan County,9469,UT,1
1240,"Piute County, UT",Piute County,1556,UT,0
946,"Rich County, UT",Rich County,2264,UT,0
1513,"Salt Lake City, UT HUD Metro FMR Area",Salt Lake County,1029655,UT,1
821,"San Juan County, UT",San Juan County,14746,UT,0
851,"Sanpete County, UT",Sanpete County,27822,UT,0
937,"Sevier County, UT",Sevier County,20802,UT,0
1411,"Summit County, UT HUD Metro FMR Area",Summit County,36324,UT,1
1241,"Tooele County, UT HUD Metro FMR Area",Tooele County,58218,UT,1
1344,"Uintah County, UT",Uintah County,32588,UT,0
1351,"Provo-Orem, UT MSA",Utah County,516564,UT,1
1283,"Wasatch County, UT",Wasatch County,23530,UT,0
1344,"St. George, UT MSA",Washington County,138115,UT,1
971,"Wayne County, UT",Wayne County,2778,UT,0
1317,"Ogden-Clearfield, UT MSA",Weber County,231236,UT,1
1550,"Addison County, VT",Addison town,1371,VT,0
1550,"Addison County, VT",Bridport town,1218,VT,0
1550,"Addison County, VT",Bristol town,3894,VT,0
1550,"Addison County, VT",Cornwall town,1185,VT,0
1550,"Addison County, VT",Ferrisburgh town,2775,VT,0
1550,"Addison County, VT",Goshen town,164,VT,0
1550,"Addison County, VT",Granville town,298,VT,0
1550,"Addison County, VT",Hancock town,323,VT,0
1550,"Addison County, VT",Leicester town,1100,VT,0
1550,"Addison County, VT",Lincoln town,1271,VT,0
1550,"Addison County, VT",Middlebury town,8496,VT,0
1550,"Addison County, VT",Monkton town,1980,VT,0
1550,"Addison County, VT",New Haven town,1727,VT,0
1550,"Addison County, VT",Orwell town,1250,VT,0
1550,"Addison County, VT",Panton town,677,VT,0
1550,"Addison County, VT",Ripton town,588,VT,0
1550,"Addison County, VT",Salisbury town,1136,VT,0
1550,"Addison County, VT",Shoreham town,1265,VT,0
1550,"Addison County, VT",Starksboro town,1777,VT,0
1550,"Addison County, VT",Vergennes city,2588,VT,0
1550,"Addison County, VT",Waltham town,486,VT,0
1550,"Addison County, VT",Weybridge town,833,VT,0
1550,"Addison County, VT",Whiting town,419,VT,0
1270,"Bennington County, VT",Arlington town,2317,VT,0
1270,"Bennington County, VT",Bennington town,15764,VT,0
1270,"Bennington County, VT",Dorset town,2031,VT,0
1270,"Bennington County, VT",Glastenbury town,8,VT,0
1270,"Bennington County, VT",Landgrove town,158,VT,0
1270,"Bennington County, VT",Manchester town,4391,VT,0
1270,"Bennington County, VT",Peru town,375,VT,0
1270,"Bennington County, VT",Pownal town,3527,VT,0
1270,"Bennington County, VT",Readsboro town,763,VT,0
1270,"Bennington County, VT",Rupert town,714,VT,0
1270,"Bennington County, VT",Sandgate town,405,VT,0
1270,"Bennington County, VT",Searsburg town,109,VT,0
1270,"Bennington County, VT",Shaftsbury town,3590,VT,0
1270,"Bennington County, VT",Stamford town,824,VT,0
1270,"Bennington County, VT",Sunderland town,956,VT,0
1270,"Bennington County, VT",Winhall town,769,VT,0
1270,"Bennington County, VT",Woodford town,424,VT,0
1226,"Caledonia County, VT",Barnet town,1708,VT,0
1226,"Caledonia County, VT",Burke town,1753,VT,0
1226,"Caledonia County, VT",Danville town,2196,VT,0
1226,"Caledonia County, VT",Groton town,1022,VT,0
1226,"Caledonia County, VT",Hardwick town,3010,VT,0
1226,"Caledonia County, VT",Kirby town,493,VT,0
1226,"Caledonia County, VT",Lyndon town,5981,VT,0
1226,"Caledonia County, VT",Newark town,581,VT,0
1226,"Caledonia County, VT",Peacham town,732,VT,0
1226,"Caledonia County, VT",Ryegate town,1174,VT,0
1226,"Caledonia County, VT",St. Johnsbury town,7603,VT,0
1226,"Caledonia County, VT",Sheffield town,703,VT,0
1226,"Caledonia County, VT",Stannard town,216,VT,0
1226,"Caledonia County, VT",Sutton town,1029,VT,0
1226,"Caledonia County, VT",Walden town,935,VT,0
1226,"Caledonia County, VT",Waterford town,1280,VT,0
1226,"Caledonia County, VT",Wheelock town,811,VT,0
1953,"Burlington-South Burlington, VT MSA",Bolton town,1182,VT,1
1953,"Burlington-South Burlington, VT MSA",Buels gore,30,VT,1
1953,"Burlington-South Burlington, VT MSA",Burlington city,42417,VT,1
1953,"Burlington-South Burlington, VT MSA",Charlotte town,3754,VT,1
1953,"Burlington-South Burlington, VT MSA",Colchester town,17067,VT,1
1953,"Burlington-South Burlington, VT MSA",Essex town,19587,VT,1
1953,"Burlington-South Burlington, VT MSA",Hinesburg town,4396,VT,1
1953,"Burlington-South Burlington, VT MSA",Huntington town,1938,VT,1
1953,"Burlington-South Burlington, VT MSA",Jericho town,5009,VT,1
1953,"Burlington-South Burlington, VT MSA",Milton town,10352,VT,1
1953,"Burlington-South Burlington, VT MSA",Richmond town,4081,VT,1
1953,"Burlington-South Burlington, VT MSA",St. George town,674,VT,1
1953,"Burlington-South Burlington, VT MSA",Shelburne town,7144,VT,1
1953,"Burlington-South Burlington, VT MSA",South Burlington city,17904,VT,1
1953,"Burlington-South Burlington, VT MSA",Underhill town,3016,VT,1
1953,"Burlington-South Burlington, VT MSA",Westford town,2029,VT,1
1953,"Burlington-South Burlington, VT MSA",Williston town,8698,VT,1
1953,"Burlington-South Burlington, VT MSA",Winooski city,7267,VT,1
1144,"Essex County, VT",Averill town,24,VT,0
1144,"Essex County, VT",Avery's gore,0,VT,0
1144,"Essex County, VT",Bloomfield town,221,VT,0
1144,"Essex County, VT",Brighton town,1222,VT,0
1144,"Essex County, VT",Brunswick town,112,VT,0
1144,"Essex County, VT",Canaan town,972,VT,0
1144,"Essex County, VT",Concord town,1235,VT,0
1144,"Essex County, VT",East Haven town,290,VT,0
1144,"Essex County, VT",Ferdinand town,32,VT,0
1144,"Essex County, VT",Granby town,88,VT,0
1144,"Essex County, VT",Guildhall town,261,VT,0
1144,"Essex County, VT",Lemington town,104,VT,0
1144,"Essex County, VT",Lewis town,0,VT,0
1144,"Essex County, VT",Lunenburg town,1302,VT,0
1144,"Essex County, VT",Maidstone town,208,VT,0
1144,"Essex County, VT",Norton town,169,VT,0
1144,"Essex County, VT",Victory town,62,VT,0
1144,"Essex County, VT",Warner's grant,0,VT,0
1144,"Essex County, VT",Warren's gore,4,VT,0
1953,"Burlington-South Burlington, VT MSA",Bakersfield town,1322,VT,1
1953,"Burlington-South Burlington, VT MSA",Berkshire town,1692,VT,1
1953,"Burlington-South Burlington, VT MSA",Enosburg town,2781,VT,1
1953,"Burlington-South Burlington, VT MSA",Fairfax town,4285,VT,1
1953,"Burlington-South Burlington, VT MSA",Fairfield town,1891,VT,1
1953,"Burlington-South Burlington, VT MSA",Fletcher town,1277,VT,1
1953,"Burlington-South Burlington, VT MSA",Franklin town,1405,VT,1
1953,"Burlington-South Burlington, VT MSA",Georgia town,4515,VT,1
1953,"Burlington-South Burlington, VT MSA",Highgate town,3535,VT,1
1953,"Burlington-South Burlington, VT MSA",Montgomery town,1201,VT,1
1953,"Burlington-South Burlington, VT MSA",Richford town,2308,VT,1
1953,"Burlington-South Burlington, VT MSA",St. Albans city,6918,VT,1
1953,"Burlington-South Burlington, VT MSA",St. Albans town,5999,VT,1
1953,"Burlington-South Burlington, VT MSA",Sheldon town,2190,VT,1
1953,"Burlington-South Burlington, VT MSA",Swanton town,6427,VT,1
1953,"Burlington-South Burlington, VT MSA",Alburgh town,1998,VT,1
1953,"Burlington-South Burlington, VT MSA",Grand Isle town,2067,VT,1
1953,"Burlington-South Burlington, VT MSA",Isle La Motte town,471,VT,1
1953,"Burlington-South Burlington, VT MSA",North Hero town,803,VT,1
1953,"Burlington-South Burlington, VT MSA",South Hero town,1631,VT,1
1700,"Lamoille County, VT",Belvidere town,348,VT,0
1700,"Lamoille County, VT",Cambridge town,3659,VT,0
1700,"Lamoille County, VT",Eden town,1323,VT,0
1700,"Lamoille County, VT",Elmore town,855,VT,0
1700,"Lamoille County, VT",Hyde Park town,2954,VT,0
1700,"Lamoille County, VT",Johnson town,3446,VT,0
1700,"Lamoille County, VT",Morristown town,5227,VT,0
1700,"Lamoille County, VT",Stowe town,4314,VT,0
1700,"Lamoille County, VT",Waterville town,673,VT,0
1700,"Lamoille County, VT",Wolcott town,1676,VT,0
1583,"Orange County, VT",Bradford town,2797,VT,0
1583,"Orange County, VT",Braintree town,1246,VT,0
1583,"Orange County, VT",Brookfield town,1292,VT,0
1583,"Orange County, VT",Chelsea town,1238,VT,0
1583,"Orange County, VT",Corinth town,1367,VT,0
1583,"Orange County, VT",Fairlee town,977,VT,0
1583,"Orange County, VT",Newbury town,2216,VT,0
1583,"Orange County, VT",Orange town,1072,VT,0
1583,"Orange County, VT",Randolph town,4778,VT,0
1583,"Orange County, VT",Strafford town,1098,VT,0
1583,"Orange County, VT",Thetford town,2588,VT,0
1583,"Orange County, VT",Topsham town,1173,VT,0
1583,"Orange County, VT",Tunbridge town,1284,VT,0
1583,"Orange County, VT",Vershire town,730,VT,0
1583,"Orange County, VT",Washington town,1039,VT,0
1583,"Orange County, VT",West Fairlee town,652,VT,0
1583,"Orange County, VT",Williamstown town,3389,VT,0
1033,"Orleans County, VT",Albany town,941,VT,0
1033,"Orleans County, VT",Barton town,2810,VT,0
1033,"Orleans County, VT",Brownington town,988,VT,0
1033,"Orleans County, VT",Charleston town,1023,VT,0
1033,"Orleans County, VT",Coventry town,1086,VT,0
1033,"Orleans County, VT",Craftsbury town,1206,VT,0
1033,"Orleans County, VT",Derby town,4621,VT,0
1033,"Orleans County, VT",Glover town,1122,VT,0
1033,"Orleans County, VT",Greensboro town,762,VT,0
1033,"Orleans County, VT",Holland town,629,VT,0
1033,"Orleans County, VT",Irasburg town,1163,VT,0
1033,"Orleans County, VT",Jay town,521,VT,0
1033,"Orleans County, VT",Lowell town,879,VT,0
1033,"Orleans County, VT",Morgan town,749,VT,0
1033,"Orleans County, VT",Newport city,4589,VT,0
1033,"Orleans County, VT",Newport town,1594,VT,0
1033,"Orleans County, VT",Troy town,1662,VT,0
1033,"Orleans County, VT",Westfield town,536,VT,0
1033,"Orleans County, VT",Westmore town,350,VT,0
1373,"Rutland County, VT",Benson town,1056,VT,0
1373,"Rutland County, VT",Brandon town,3966,VT,0
1373,"Rutland County, VT",Castleton town,4717,VT,0
1373,"Rutland County, VT",Chittenden town,1258,VT,0
1373,"Rutland County, VT",Clarendon town,2571,VT,0
1373,"Rutland County, VT",Danby town,1311,VT,0
1373,"Rutland County, VT",Fair Haven town,2734,VT,0
1373,"Rutland County, VT",Hubbardton town,706,VT,0
1373,"Rutland County, VT",Ira town,432,VT,0
1373,"Rutland County, VT",Killington town,811,VT,0
1373,"Rutland County, VT",Mendon town,1059,VT,0
1373,"Rutland County, VT",Middletown Springs town,745,VT,0
1373,"Rutland County, VT",Mount Holly town,1237,VT,0
1373,"Rutland County, VT",Mount Tabor town,255,VT,0
1373,"Rutland County, VT",Pawlet town,1477,VT,0
1373,"Rutland County, VT",Pittsfield town,546,VT,0
1373,"Rutland County, VT",Pittsford town,2991,VT,0
1373,"Rutland County, VT",Poultney town,3432,VT,0
1373,"Rutland County, VT",Proctor town,1741,VT,0
1373,"Rutland County, VT",Rutland city,16495,VT,0
1373,"Rutland County, VT",Rutland town,4054,VT,0
1373,"Rutland County, VT",Shrewsbury town,1056,VT,0
1373,"Rutland County, VT",Sudbury town,560,VT,0
1373,"Rutland County, VT",Tinmouth town,613,VT,0
1373,"Rutland County, VT",Wallingford town,2079,VT,0
1373,"Rutland County, VT",Wells town,1150,VT,0
1373,"Rutland County, VT",West Haven town,264,VT,0
1373,"Rutland County, VT",West Rutland town,2326,VT,0
1560,"Washington County, VT",Barre city,9052,VT,0
1560,"Washington County, VT",Barre town,7924,VT,0
1560,"Washington County, VT",Berlin town,2887,VT,0
1560,"Washington County, VT",Cabot town,1433,VT,0
1560,"Washington County, VT",Calais town,1607,VT,0
1560,"Washington County, VT",Duxbury town,1337,VT,0
1560,"Washington County, VT",East Montpelier town,2576,VT,0
1560,"Washington County, VT",Fayston town,1353,VT,0
1560,"Washington County, VT",Marshfield town,1588,VT,0
1560,"Washington County, VT",Middlesex town,1731,VT,0
1560,"Washington County, VT",Montpelier city,7855,VT,0
1560,"Washington County, VT",Moretown town,1658,VT,0
1560,"Washington County, VT",Northfield town,6207,VT,0
1560,"Washington County, VT",Plainfield town,1243,VT,0
1560,"Washington County, VT",Roxbury town,691,VT,0
1560,"Washington County, VT",Waitsfield town,1719,VT,0
1560,"Washington County, VT",Warren town,1705,VT,0
1560,"Washington County, VT",Waterbury town,5064,VT,0
1560,"Washington County, VT",Woodbury town,906,VT,0
1560,"Washington County, VT",Worcester town,998,VT,0
1493,"Windham County, VT",Athens town,442,VT,0
1493,"Windham County, VT",Brattleboro town,12046,VT,0
1493,"Windham County, VT",Brookline town,530,VT,0
1493,"Windham County, VT",Dover town,1124,VT,0
1493,"Windham County, VT",Dummerston town,1864,VT,0
1493,"Windham County, VT",Grafton town,679,VT,0
1493,"Windham County, VT",Guilford town,2121,VT,0
1493,"Windham County, VT",Halifax town,728,VT,0
1493,"Windham County, VT",Jamaica town,1035,VT,0
1493,"Windham County, VT",Londonderry town,1769,VT,0
1493,"Windham County, VT",Marlboro town,1078,VT,0
1493,"Windham County, VT",Newfane town,1726,VT,0
1493,"Windham County, VT",Putney town,2702,VT,0
1493,"Windham County, VT",Rockingham town,5282,VT,0
1493,"Windham County, VT",Somerset town,3,VT,0
1493,"Windham County, VT",Stratton town,216,VT,0
1493,"Windham County, VT",Townshend town,1232,VT,0
1493,"Windham County, VT",Vernon town,2206,VT,0
1493,"Windham County, VT",Wardsboro town,900,VT,0
1493,"Windham County, VT",Westminster town,3178,VT,0
1493,"Windham County, VT",Whitingham town,1357,VT,0
1493,"Windham County, VT",Wilmington town,1876,VT,0
1493,"Windham County, VT",Windham town,419,VT,0
1326,"Windsor County, VT",Andover town,467,VT,0
1326,"Windsor County, VT",Baltimore town,244,VT,0
1326,"Windsor County, VT",Barnard town,947,VT,0
1326,"Windsor County, VT",Bethel town,2030,VT,0
1326,"Windsor County, VT",Bridgewater town,936,VT,0
1326,"Windsor County, VT",Cavendish town,1367,VT,0
1326,"Windsor County, VT",Chester town,3154,VT,0
1326,"Windsor County, VT",Hartford town,9952,VT,0
1326,"Windsor County, VT",Hartland town,3393,VT,0
1326,"Windsor County, VT",Ludlow town,1963,VT,0
1326,"Windsor County, VT",Norwich town,3414,VT,0
1326,"Windsor County, VT",Plymouth town,619,VT,0
1326,"Windsor County, VT",Pomfret town,904,VT,0
1326,"Windsor County, VT",Reading town,666,VT,0
1326,"Windsor County, VT",Rochester town,1139,VT,0
1326,"Windsor County, VT",Royalton town,2773,VT,0
1326,"Windsor County, VT",Sharon town,1502,VT,0
1326,"Windsor County, VT",Springfield town,9373,VT,0
1326,"Windsor County, VT",Stockbridge town,736,VT,0
1326,"Windsor County, VT",Weathersfield town,2825,VT,0
1326,"Windsor County, VT",Weston town,566,VT,0
1326,"Windsor County, VT",West Windsor town,1099,VT,0
1326,"Windsor County, VT",Windsor town,3553,VT,0
1326,"Windsor County, VT",Woodstock town,3048,VT,0
1184,"Accomack County, VA",Accomack County,33164,VA,0
1498,"Charlottesville, VA MSA",Albemarle County,98970,VA,1
1082,"Alleghany County-Clifton Forge city-Covington city, VA HUD Nonmetro FMR Area",Alleghany County,16250,VA,0
1582,"Richmond, VA HUD Metro FMR Area",Amelia County,12690,VA,1
1100,"Lynchburg, VA MSA",Amherst County,32353,VA,1
1100,"Lynchburg, VA MSA",Appomattox County,14973,VA,1
2451,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Arlington County,207627,VA,1
1402,"Augusta County-Staunton city-Waynesboro city, VA HUD Nonmetro FMR Area",Augusta County,73750,VA,0
1042,"Bath County, VA",Bath County,4731,VA,0
1100,"Lynchburg, VA MSA",Bedford County,68676,VA,1
1033,"Bland County, VA",Bland County,6824,VA,0
1087,"Roanoke, VA HUD Metro FMR Area",Botetourt County,33148,VA,1
1226,"Brunswick County, VA",Brunswick County,17434,VA,0
859,"Buchanan County, VA",Buchanan County,24098,VA,0
1139,"Buckingham County, VA",Buckingham County,17146,VA,0
1100,"Lynchburg, VA MSA",Campbell County,54842,VA,1
1582,"Richmond, VA HUD Metro FMR Area",Caroline County,28545,VA,1
1091,"Carroll County-Galax city, VA HUD Nonmetro FMR Area",Carroll County,30042,VA,0
1582,"Richmond, VA HUD Metro FMR Area",Charles City County,7256,VA,1
874,"Charlotte County, VA",Charlotte County,12586,VA,0
1582,"Richmond, VA HUD Metro FMR Area",Chesterfield County,316236,VA,1
2451,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Clarke County,14034,VA,1
1087,"Roanoke, VA HUD Metro FMR Area",Craig County,5190,VA,1
1725,"Culpeper County, VA",Culpeper County,46689,VA,0
1582,"Richmond, VA HUD Metro FMR Area",Cumberland County,10052,VA,1
859,"Dickenson County, VA",Dickenson County,15903,VA,0
1582,"Richmond, VA HUD Metro FMR Area",Dinwiddie County,28001,VA,1
1394,"Essex County, VA",Essex County,11151,VA,0
2451,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Fairfax County,1081726,VA,1
2451,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Fauquier County,65203,VA,1
1033,"Floyd County, VA",Floyd County,15279,VA,0
1498,"Charlottesville, VA MSA",Fluvanna County,25691,VA,1
975,"Franklin County, VA HUD Metro FMR Area",Franklin County,56159,VA,1
1390,"Winchester, VA-WV MSA",Frederick County,78305,VA,1
1064,"Giles County, VA HUD Metro FMR Area",Giles County,17286,VA,1
1926,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Gloucester County,36858,VA,1
1582,"Richmond, VA HUD Metro FMR Area",Goochland County,21717,VA,1
1139,"Grayson County, VA",Grayson County,15533,VA,0
1498,"Charlottesville, VA MSA",Greene County,18403,VA,1
1020,"Greensville County-Emporia city, VA HUD Nonmetro FMR Area",Greensville County,12243,VA,0
859,"Halifax County, VA",Halifax County,36241,VA,0
1582,"Richmond, VA HUD Metro FMR Area",Hanover County,99863,VA,1
1582,"Richmond, VA HUD Metro FMR Area",Henrico County,306935,VA,1
952,"Henry County-Martinsville city, VA HUD Nonmetro FMR Area",Henry County,54151,VA,0
951,"Highland County, VA",Highland County,2321,VA,0
1926,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Isle of Wight County,35270,VA,1
1926,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",James City County,67009,VA,1
1582,"Richmond, VA HUD Metro FMR Area",King and Queen County,6945,VA,1
1617,"King George County, VA",King George County,23584,VA,0
1582,"Richmond, VA HUD Metro FMR Area",King William County,15935,VA,1
1410,"Lancaster County, VA",Lancaster County,11391,VA,0
1033,"Lee County, VA",Lee County,25587,VA,0
2451,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Loudoun County,312311,VA,1
1054,"Louisa County, VA HUD Metro FMR Area",Louisa County,33153,VA,1
926,"Lunenburg County, VA",Lunenburg County,12914,VA,0
1440,"Madison County, VA",Madison County,13308,VA,0
1926,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Mathews County,8978,VA,1
957,"Mecklenburg County, VA",Mecklenburg County,32727,VA,0
1208,"Middlesex County, VA",Middlesex County,10959,VA,0
1298,"Blacksburg-Christiansburg-Radford, VA HUD Metro FMR Area",Montgomery County,94392,VA,1
1498,"Charlottesville, VA MSA",Nelson County,15020,VA,1
