two_bed,studio,one_bed,three_bed,four_bed,county_name,pop2010,state,metro
783,504,625,1055,1059,Marion County,331298,FL,1
939,684,758,1291,1522,Martin County,146318,FL,1
1162,745,907,1594,1863,Miami-Dade County,2496435,FL,1
1635,1200,1208,2132,2185,Monroe County,73090,FL,0
931,628,775,1228,1502,Nassau County,73314,FL,1
905,719,724,1334,1559,Okaloosa County,180822,FL,1
692,508,511,862,925,Okeechobee County,39996,FL,0
997,707,836,1330,1608,Orange County,1145956,FL,1
997,707,836,1330,1608,Osceola County,268685,FL,1
1206,752,965,1628,1945,Palm Beach County,1320134,FL,1
959,610,765,1280,1533,Pasco County,464697,FL,1
959,610,765,1280,1533,Pinellas County,916542,FL,1
830,637,641,1126,1370,Polk County,602095,FL,1
644,519,522,802,861,Putnam County,74364,FL,0
931,628,775,1228,1502,St. Johns County,190039,FL,1
939,684,758,1291,1522,St. Lucie County,277789,FL,1
828,613,698,1116,1448,Santa Rosa County,151372,FL,1
960,675,750,1286,1511,Sarasota County,379448,FL,1
997,707,836,1330,1608,Seminole County,422718,FL,1
786,635,663,1158,1240,Sumter County,93420,FL,0
643,383,475,923,927,Suwannee County,41551,FL,0
643,519,542,948,1024,Taylor County,22570,FL,0
643,472,475,834,860,Union County,15535,FL,0
900,569,731,1229,1324,Volusia County,494593,FL,1
790,580,584,1065,1399,Wakulla County,30776,FL,1
807,592,596,1069,1078,Walton County,55043,FL,0
643,472,475,852,905,Washington County,24896,FL,0
586,473,494,730,856,Appling County,18236,GA,0
586,349,433,730,783,Atkinson County,8375,GA,0
586,453,456,730,783,Bacon County,11096,GA,0
653,478,542,904,928,Baker County,3451,GA,1
687,470,541,891,918,Baldwin County,45720,GA,0
586,473,494,805,967,Banks County,18395,GA,0
916,708,773,1213,1474,Barrow County,69367,GA,1
916,708,773,1213,1474,Bartow County,100157,GA,1
609,455,458,758,814,Ben Hill County,17634,GA,0
586,430,433,730,1025,Berrien County,19286,GA,0
695,488,586,960,1049,Bibb County,155547,GA,1
586,430,433,864,887,Bleckley County,13063,GA,0
701,515,518,873,982,Brantley County,18411,GA,1
735,588,591,942,1121,Brooks County,16243,GA,1
922,633,778,1230,1459,Bryan County,30233,GA,1
629,438,494,911,1106,Bulloch County,70217,GA,0
728,541,610,990,1226,Burke County,23316,GA,1
776,570,574,999,1037,Butts County,23655,GA,1
586,430,433,730,887,Calhoun County,6694,GA,0
778,571,575,1081,1241,Camden County,50513,GA,0
586,430,433,730,884,Candler County,10998,GA,0
916,708,773,1213,1474,Carroll County,110527,GA,1
714,476,574,971,1094,Catoosa County,63942,GA,1
586,430,433,814,887,Charlton County,12171,GA,0
922,633,778,1230,1459,Chatham County,265128,GA,1
745,536,628,1026,1319,Chattahoochee County,11267,GA,1
586,430,433,787,1038,Chattooga County,26015,GA,0
916,708,773,1213,1474,Cherokee County,214346,GA,1
743,553,608,1007,1135,Clarke County,116714,GA,1
614,482,485,765,930,Clay County,3183,GA,0
916,708,773,1213,1474,Clayton County,259424,GA,1
586,430,433,845,887,Clinch County,6798,GA,0
916,708,773,1213,1474,Cobb County,688078,GA,1
586,437,440,853,1030,Coffee County,42356,GA,0
586,434,436,864,866,Colquitt County,45498,GA,0
728,541,610,990,1226,Columbia County,124053,GA,1
586,473,494,864,866,Cook County,17212,GA,0
916,708,773,1213,1474,Coweta County,127317,GA,1
695,488,586,960,1049,Crawford County,12630,GA,1
586,443,446,730,969,Crisp County,23439,GA,0
714,476,574,971,1094,Dade County,16633,GA,1
916,708,773,1213,1474,Dawson County,22330,GA,1
586,473,494,758,783,Decatur County,27842,GA,0
916,708,773,1213,1474,DeKalb County,691893,GA,1
586,473,494,864,1038,Dodge County,21796,GA,0
586,473,494,864,918,Dooly County,14918,GA,0
653,478,542,904,928,Dougherty County,94565,GA,1
916,708,773,1213,1474,Douglas County,132403,GA,1
586,441,444,864,985,Early County,11008,GA,0
735,588,591,942,1121,Echols County,4034,GA,1
922,633,778,1230,1459,Effingham County,52250,GA,1
586,473,478,864,887,Elbert County,20166,GA,0
586,430,433,816,922,Emanuel County,22598,GA,0
586,473,476,738,783,Evans County,11000,GA,0
641,471,474,806,1135,Fannin County,23682,GA,0
916,708,773,1213,1474,Fayette County,106567,GA,1
761,559,562,948,1346,Floyd County,96317,GA,1
916,708,773,1213,1474,Forsyth County,175511,GA,1
586,430,433,804,1038,Franklin County,22084,GA,0
916,708,773,1213,1474,Fulton County,920581,GA,1
667,507,510,831,1181,Gilmer County,28292,GA,0
586,430,433,730,783,Glascock County,3082,GA,0
701,515,518,873,982,Glynn County,79626,GA,1
655,501,505,884,1092,Gordon County,55186,GA,0
594,436,439,741,879,Grady County,25011,GA,0
612,449,452,853,912,Greene County,15994,GA,0
916,708,773,1213,1474,Gwinnett County,805321,GA,1
598,483,504,881,1059,Habersham County,43041,GA,0
824,647,651,1069,1101,Hall County,179684,GA,1
586,430,433,730,783,Hancock County,9429,GA,0
646,474,477,908,1039,Haralson County,28780,GA,1
745,536,628,1026,1319,Harris County,32024,GA,1
586,430,433,826,1038,Hart County,25213,GA,0
916,708,773,1213,1474,Heard County,11834,GA,1
916,708,773,1213,1474,Henry County,203922,GA,1
832,655,674,1067,1275,Houston County,139900,GA,1
586,430,433,730,783,Irwin County,9538,GA,0
683,501,505,851,973,Jackson County,60485,GA,0
916,708,773,1213,1474,Jasper County,13900,GA,1
586,473,494,798,801,Jeff Davis County,15068,GA,0
586,473,480,730,783,Jefferson County,16930,GA,0
586,453,456,826,907,Jenkins County,8340,GA,0
586,430,433,730,814,Johnson County,9980,GA,0
695,488,586,960,1049,Jones County,28669,GA,1
616,476,520,908,1005,Lamar County,18317,GA,1
735,588,591,942,1121,Lanier County,10078,GA,1
586,473,494,811,814,Laurens County,48434,GA,0
653,478,542,904,928,Lee County,28298,GA,1
739,569,592,1043,1296,Liberty County,63453,GA,1
586,430,433,864,1038,Lincoln County,7996,GA,0
590,454,473,807,1045,Long County,14464,GA,1
735,588,591,942,1121,Lowndes County,109233,GA,1
700,514,517,944,947,Lumpkin County,29966,GA,0
728,541,610,990,1226,McDuffie County,21875,GA,1
701,515,518,873,982,McIntosh County,14333,GA,1
586,473,494,730,959,Macon County,14740,GA,0
743,553,608,1007,1135,Madison County,28120,GA,1
745,536,628,1026,1319,Marion County,8742,GA,1
609,471,514,780,814,Meriwether County,21992,GA,1
586,430,433,840,864,Miller County,6125,GA,0
646,474,477,805,863,Mitchell County,23498,GA,0
635,446,536,936,1125,Monroe County,26424,GA,1
586,473,494,730,887,Montgomery County,9123,GA,0
604,488,509,890,1033,Morgan County,17868,GA,0
616,454,457,776,1081,Murray County,39628,GA,1
745,536,628,1026,1319,Muscogee County,189885,GA,1
916,708,773,1213,1474,Newton County,99958,GA,1
743,553,608,1007,1135,Oconee County,32808,GA,1
743,553,608,1007,1135,Oglethorpe County,14899,GA,1
916,708,773,1213,1474,Paulding County,142324,GA,1
601,358,444,819,822,Peach County,27695,GA,0
916,708,773,1213,1474,Pickens County,29431,GA,1
586,437,440,730,1038,Pierce County,18758,GA,0
916,708,773,1213,1474,Pike County,17869,GA,1
622,457,460,807,909,Polk County,41475,GA,0
586,430,433,864,887,Pulaski County,12010,GA,0
626,506,521,920,923,Putnam County,21218,GA,0
586,473,494,864,887,Quitman County,2513,GA,0
687,409,567,885,918,Rabun County,16276,GA,0
586,430,433,774,887,Randolph County,7719,GA,0
728,541,610,990,1226,Richmond County,200549,GA,1
916,708,773,1213,1474,Rockdale County,85215,GA,1
586,430,433,817,1038,Schley County,5010,GA,0
586,430,433,779,783,Screven County,14593,GA,0
586,473,494,804,807,Seminole County,8729,GA,0
916,708,773,1213,1474,Spalding County,64073,GA,1
586,430,433,808,1038,Stephens County,26175,GA,0
586,473,494,815,887,Stewart County,6058,GA,0
616,498,509,842,845,Sumter County,32819,GA,0
772,567,571,961,1169,Talbot County,6865,GA,0
655,506,509,816,992,Taliaferro County,1717,GA,0
586,473,494,811,824,Tattnall County,25520,GA,0
586,349,456,845,887,Taylor County,8906,GA,0
586,430,433,730,836,Telfair County,16500,GA,0
653,478,542,904,928,Terrell County,9315,GA,1
640,474,477,893,896,Thomas County,44720,GA,0
609,469,474,771,999,Tift County,40118,GA,0
586,449,452,761,817,Toombs County,27223,GA,0
656,507,510,817,942,Towns County,10471,GA,0
586,453,456,730,783,Treutlen County,6885,GA,0
762,616,632,1041,1045,Troup County,67044,GA,0
586,434,437,730,1038,Turner County,8930,GA,0
695,488,586,960,1049,Twiggs County,9023,GA,1
586,430,433,760,783,Union County,21356,GA,0
586,473,494,864,1038,Upson County,27153,GA,0
714,476,574,971,1094,Walker County,68756,GA,1
916,708,773,1213,1474,Walton County,83768,GA,1
586,387,433,730,783,Ware County,36312,GA,0
586,473,480,864,866,Warren County,5834,GA,0
586,473,494,765,1038,Washington County,21187,GA,0
586,430,433,733,783,Wayne County,30099,GA,0
596,461,464,742,903,Webster County,2799,GA,0
586,453,456,845,995,Wheeler County,7421,GA,0
704,517,520,968,1066,White County,27144,GA,0
653,495,536,838,1045,Whitfield County,102599,GA,1
586,430,433,730,1006,Wilcox County,9255,GA,0
586,441,444,864,1038,Wilkes County,10593,GA,0
586,430,433,730,887,Wilkinson County,9563,GA,0
653,478,542,904,928,Worth County,21679,GA,1
1151,749,945,1552,1943,Hawaii County,185079,HI,0
1810,1260,1374,2667,3061,Honolulu County,953207,HI,1
643,462,514,852,974,Kalawao County,90,HI,0
1222,895,903,1663,1969,Kauai County,67091,HI,0
1264,870,979,1742,1748,Maui County,154834,HI,0
736,438,585,1085,1205,Ada County,392365,ID,1
643,472,475,948,1124,Adams County,3976,ID,0
643,383,482,948,1139,Bannock County,82839,ID,1
643,472,475,948,1124,Bear Lake County,5986,ID,0
643,515,542,863,1139,Benewah County,9285,ID,0
643,515,537,948,951,Bingham County,45607,ID,0
947,714,719,1321,1392,Blaine County,21376,ID,0
736,438,585,1085,1205,Boise County,7028,ID,1
736,514,621,1072,1304,Bonner County,40877,ID,0
674,422,498,951,1194,Bonneville County,104234,ID,1
643,472,475,801,1124,Boundary County,10972,ID,0
643,488,492,933,1124,Butte County,2891,ID,0
648,508,511,895,1132,Camas County,1117,ID,0
736,438,585,1085,1205,Canyon County,188923,ID,1
643,504,507,900,1124,Caribou County,6963,ID,0
643,383,477,948,1139,Cassia County,22952,ID,0
643,504,507,948,1124,Clark County,982,ID,0
643,515,542,886,1124,Clearwater County,8761,ID,0
643,472,475,884,1124,Custer County,4368,ID,0
684,502,506,978,1211,Elmore County,27038,ID,0
649,487,490,934,1140,Franklin County,12786,ID,1
676,496,500,842,908,Fremont County,13242,ID,0
657,391,486,968,1164,Gem County,16719,ID,1
643,498,501,904,1139,Gooding County,15464,ID,0
643,488,491,901,1139,Idaho County,16267,ID,0
674,422,498,951,1194,Jefferson County,26140,ID,1
643,424,494,937,957,Jerome County,22374,ID,0
743,493,587,1058,1303,Kootenai County,138494,ID,1
670,520,523,987,1187,Latah County,37244,ID,0
643,515,542,948,1124,Lemhi County,7936,ID,0
643,519,526,948,951,Lewis County,3821,ID,0
643,515,542,873,1139,Lincoln County,5208,ID,0
660,511,514,973,1169,Madison County,37536,ID,0
643,515,542,948,1012,Minidoka County,20069,ID,0
695,425,538,899,1231,Nez Perce County,39265,ID,1
643,515,542,924,1097,Oneida County,4286,ID,0
736,438,585,1085,1205,Owyhee County,11526,ID,1
680,499,503,954,1148,Payette County,22623,ID,0
643,383,482,948,1139,Power County,7817,ID,1
643,469,523,828,914,Shoshone County,12765,ID,0
784,628,661,1054,1389,Teton County,10170,ID,0
664,465,511,872,1132,Twin Falls County,77230,ID,0
686,479,579,1011,1215,Valley County,9862,ID,0
643,472,475,948,1124,Washington County,10198,ID,0
664,395,491,914,1067,Adams County,67103,IL,0
636,378,470,825,1006,Alexander County,8238,IL,1
734,480,543,914,981,Bond County,17768,IL,1
741,481,551,1011,1148,Boone County,54165,IL,1
1338,796,989,1666,1965,Brown County,6937,IL,0
672,400,504,928,932,Bureau County,34978,IL,0
816,533,633,1063,1206,Calhoun County,5089,IL,1
631,419,466,786,843,Carroll County,15387,IL,0
631,463,466,786,890,Cass County,13642,IL,0
796,521,654,1026,1382,Champaign County,201081,IL,1
639,469,472,796,1016,Christian County,34800,IL,0
631,419,466,786,843,Clark County,16335,IL,0
631,419,532,786,927,Clay County,13815,IL,0
816,533,633,1063,1206,Clinton County,37762,IL,1
633,465,468,933,981,Coles County,53873,IL,0
1093,812,922,1393,1624,Cook County,5194675,IL,1
631,419,532,916,919,Crawford County,19817,IL,0
631,419,532,855,858,Cumberland County,11048,IL,0
874,571,675,1240,1444,DeKalb County,105160,IL,1
631,419,466,826,1007,De Witt County,16561,IL,0
697,463,515,868,957,Douglas County,19980,IL,0
1093,812,922,1393,1624,DuPage County,916924,IL,1
631,467,470,868,1118,Edgar County,18576,IL,0
631,419,507,786,927,Edwards County,6721,IL,0
631,463,466,930,1085,Effingham County,34242,IL,0
631,478,515,786,955,Fayette County,22140,IL,0
796,521,654,1026,1382,Ford County,14081,IL,1
631,375,466,786,1052,Franklin County,39561,IL,0
631,487,490,808,1065,Fulton County,37069,IL,0
631,419,532,930,933,Gallatin County,5589,IL,0
631,419,532,786,1118,Greene County,13886,IL,0
938,558,693,1373,1377,Grundy County,50063,IL,1
631,419,532,786,927,Hamilton County,8457,IL,0
631,375,506,786,843,Hancock County,19104,IL,0
631,419,466,786,927,Hardin County,4320,IL,0
631,419,521,787,843,Henderson County,7331,IL,0
710,448,554,957,1008,Henry County,50486,IL,1
631,467,470,872,1006,Iroquois County,29718,IL,0
687,422,508,909,1020,Jackson County,60218,IL,0
631,419,532,930,1068,Jasper County,9698,IL,0
631,481,501,850,1097,Jefferson County,38827,IL,0
816,533,633,1063,1206,Jersey County,22985,IL,1
631,419,532,838,843,Jo Daviess County,22678,IL,0
631,419,532,786,981,Johnson County,12582,IL,0
1093,812,922,1393,1624,Kane County,515269,IL,1
906,540,686,1275,1538,Kankakee County,113449,IL,1
1171,697,879,1726,1805,Kendall County,114736,IL,1
631,375,466,786,1118,Knox County,52919,IL,0
1093,812,922,1393,1624,Lake County,703462,IL,1
715,425,528,977,981,La Salle County,113924,IL,0
631,510,532,930,933,Lawrence County,16833,IL,0
635,492,495,900,903,Lee County,36031,IL,0
669,472,503,905,908,Livingston County,38950,IL,0
631,419,466,878,881,Logan County,30305,IL,0
710,422,525,890,1067,McDonough County,32612,IL,0
1093,812,922,1393,1624,McHenry County,308760,IL,1
778,545,591,1095,1323,McLean County,169572,IL,1
686,412,526,954,1047,Macon County,110768,IL,1
631,413,478,917,1003,Macoupin County,47765,IL,1
816,533,633,1063,1206,Madison County,269282,IL,1
631,419,480,898,901,Marion County,39437,IL,0
714,425,557,923,1108,Marshall County,12640,IL,1
631,419,466,786,1031,Mason County,14666,IL,0
672,446,497,837,1190,Massac County,15429,IL,0
730,464,574,955,1006,Menard County,12705,IL,1
710,448,554,957,1008,Mercer County,16434,IL,1
816,533,633,1063,1206,Monroe County,32957,IL,1
652,433,550,812,1078,Montgomery County,30104,IL,0
663,394,490,826,886,Morgan County,35547,IL,0
631,419,532,885,922,Moultrie County,14846,IL,0
658,457,508,937,1101,Ogle County,53497,IL,0
714,425,557,923,1108,Peoria County,186494,IL,1
631,463,466,793,1066,Perry County,22350,IL,0
796,521,654,1026,1382,Piatt County,16729,IL,1
631,463,532,827,1103,Pike County,16430,IL,0
631,419,532,930,933,Pope County,4470,IL,0
631,419,532,786,843,Pulaski County,6161,IL,0
631,419,532,786,843,Putnam County,6006,IL,0
633,420,471,854,967,Randolph County,33476,IL,0
631,419,466,901,904,Richland County,16233,IL,0
710,448,554,957,1008,Rock Island County,147546,IL,1
816,533,633,1063,1206,St. Clair County,270056,IL,1
631,463,466,908,1043,Saline County,24913,IL,0
730,464,574,955,1006,Sangamon County,197465,IL,1
631,419,532,930,933,Schuyler County,7544,IL,0
631,419,480,875,1046,Scott County,5355,IL,0
631,419,466,786,935,Shelby County,22363,IL,0
714,425,557,923,1108,Stark County,5994,IL,1
631,419,466,786,972,Stephenson County,47711,IL,0
714,425,557,923,1108,Tazewell County,135394,IL,1
631,419,466,834,843,Union County,17808,IL,0
741,542,592,941,990,Vermilion County,81625,IL,1
631,419,466,786,900,Wabash County,11947,IL,0
651,432,488,953,957,Warren County,17707,IL,0
631,419,474,816,927,Washington County,14716,IL,0
631,419,532,856,927,Wayne County,16760,IL,0
631,417,532,790,864,White County,14665,IL,0
635,461,496,791,878,Whiteside County,58498,IL,0
1093,812,922,1393,1624,Will County,677560,IL,1
644,473,476,909,1141,Williamson County,66357,IL,0
741,481,551,1011,1148,Winnebago County,295266,IL,1
714,425,557,923,1108,Woodford County,38664,IL,1
643,419,508,852,1046,Adams County,34387,IN,0
687,490,538,884,1002,Allen County,355329,IN,1
843,619,677,1108,1144,Bartholomew County,76794,IN,1
768,532,609,1005,1263,Benton County,8854,IN,1
643,419,475,801,1137,Blackford County,12766,IN,0
792,516,637,1056,1232,Boone County,56640,IN,1
792,516,637,1056,1232,Brown County,15242,IN,1
643,519,542,919,922,Carroll County,20155,IN,1
643,419,475,801,1137,Cass County,38966,IN,0
737,507,592,1020,1154,Clark County,110232,IN,1
678,403,501,844,991,Clay County,26890,IN,1
673,400,497,859,966,Clinton County,33224,IN,0
643,419,475,801,913,Crawford County,10713,IN,0
643,419,475,923,926,Daviess County,31648,IN,0
769,463,579,1065,1173,Dearborn County,50047,IN,1
706,420,522,892,943,Decatur County,25740,IN,0
643,410,494,915,1078,DeKalb County,42223,IN,0
658,458,510,864,1165,Delaware County,117671,IN,1
643,419,484,948,958,Dubois County,41889,IN,0
763,472,585,988,1162,Elkhart County,197559,IN,1
659,456,492,844,881,Fayette County,24277,IN,0
737,507,592,1020,1154,Floyd County,74578,IN,1
656,428,553,928,931,Fountain County,17240,IN,0
769,463,579,1065,1173,Franklin County,23087,IN,1
645,421,516,803,862,Fulton County,20836,IN,0
643,464,487,861,864,Gibson County,33503,IN,1
694,432,514,918,1007,Grant County,70061,IN,0
643,383,475,801,967,Greene County,33165,IN,1
792,516,637,1056,1232,Hamilton County,274569,IN,1
792,516,637,1056,1232,Hancock County,70002,IN,1
737,507,592,1020,1154,Harrison County,39364,IN,1
792,516,637,1056,1232,Hendricks County,145448,IN,1
647,479,482,823,892,Henry County,49462,IN,0
704,501,520,943,1030,Howard County,82752,IN,1
647,402,486,830,865,Huntington County,37124,IN,0
663,394,490,884,1021,Jackson County,42376,IN,0
711,522,526,886,950,Jasper County,33478,IN,1
643,419,496,894,943,Jay County,21253,IN,0
643,383,498,878,916,Jefferson County,32428,IN,0
667,397,499,861,955,Jennings County,28525,IN,0
792,516,637,1056,1232,Johnson County,139654,IN,1
643,480,487,803,906,Knox County,38440,IN,0
753,491,563,974,1113,Kosciusko County,77358,IN,0
643,383,475,801,880,LaGrange County,37128,IN,0
805,479,646,1008,1076,Lake County,496005,IN,1
726,462,537,961,970,LaPorte County,111467,IN,1
656,390,507,869,938,Lawrence County,46134,IN,0
697,424,515,930,1014,Madison County,131636,IN,1
792,516,637,1056,1232,Marion County,903393,IN,1
678,442,503,844,906,Marshall County,47051,IN,0
643,419,542,948,999,Martin County,10334,IN,0
643,383,542,890,1047,Miami County,36903,IN,0
823,604,659,1148,1458,Monroe County,137974,IN,1
685,421,507,960,977,Montgomery County,38124,IN,0
792,516,637,1056,1232,Morgan County,68894,IN,1
805,479,646,1008,1076,Newton County,14244,IN,1
643,403,490,801,1103,Noble County,47536,IN,0
769,463,579,1065,1173,Ohio County,6128,IN,1
643,419,475,876,1091,Orange County,19840,IN,0
694,504,540,889,1229,Owen County,21575,IN,1
643,419,475,874,1139,Parke County,17339,IN,0
643,419,484,913,929,Perry County,19338,IN,0
643,419,542,948,1069,Pike County,12845,IN,0
805,479,646,1008,1076,Porter County,164343,IN,1
721,520,558,918,1003,Posey County,25910,IN,1
643,383,478,835,859,Pulaski County,13402,IN,0
643,519,528,948,1088,Putnam County,37963,IN,1
643,419,496,895,1053,Randolph County,26171,IN,0
